,en_curid,name,numlangs,birthcity,birthstate,countryName,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI,image_path
2713,66164,Ronaldo,75,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,38313289,11.19764377,210732.8894,14546961,23766328,510843.8533,22.53370737,images/ronaldo.png
7319,524577,Ronaldinho,77,Porto Alegre,,BRAZIL,BR,BRA,-30.033056,-51.23,South America,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,38309688,10.68728237,212406.2667,14213401,24096287,497528.4156,21.86520217,images/ronaldinho.png
10695,15326144,Neymar da Silva,49,Mogi das Cruzes,,BRAZIL,BR,BRA,-23.522778,-46.193056,South America,1992,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,29245139,10.98970546,477557.5812,9657964,19587175,596839.5714,18.11344134,images/neymar-da-silva.png
8894,1297124,Kaká,71,Brasilia,,BRAZIL,BR,BRA,-16.019444,-48.066944,South America,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,26741890,9.054373838,174290.6482,11185649,15556241,376646.338,20.68816598,images/kaká.png
1275,24953,Pelé,88,Três Corações,,BRAZIL,BR,BRA,-21.694722,-45.255278000000004,South America,1940,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,24153197,10.42268469,125882.7217,8748518,15404679,274468.1477,27.44657082,images/pelé.png
3734,146638,Ayrton Senna,64,São Paulo,,BRAZIL,BR,BRA,-23.55,-46.633333,South America,1960,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,18835095,9.530541088,102857.6164,6642249,12192846,294298.3594,24.0985987,images/ayrton-senna.png
8450,928959,Adriana Lima,47,Salvador,,BRAZIL,BR,BRA,-12.974722,-38.476667,South America,1981,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,18812150,5.990278279,82749.51127999999,10388392,8423758,400258.5106,19.80805464,images/adriana-lima.png
8446,926934,Gisele Bündchen,52,Três de Maio,,BRAZIL,BR,BRA,-27.772778000000002,-54.24,South America,1980,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,16507588,4.939023263999999,89989.74702000001,10065441,6442147,317453.6154,19.39848008,images/gisele-bündchen.png
2682,65145,Paulo Coelho,69,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1947,Male,WRITER,LANGUAGE,HUMANITIES,14311386,10.69888271,72606.51269,4185642,10125744,207411.3913,26.19269594,images/paulo-coelho.png
8773,1172821,Robinho,54,São Vicente,,Brazil,BR,BRA,-23.963333,-46.392222,South America,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,11302903,9.381606397,74361.76302,4554307,6748596,209313.0185,19.27163462,images/robinho.png
10398,8021453,Alexandre Rodrigues da Silva,46,Pato Branco,,BRAZIL,BR,BRA,-26.216666999999998,-52.666667000000004,South America,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,10376487,8.340212087000001,63314.05809,4123265,6253222,225575.8043,18.14191428,images/alexandre-rodrigues-da-silva.png
8452,929522,Alessandra Ambrosio,36,Erechim,,BRAZIL,BR,BRA,-27.633889,-52.273889000000004,South America,1981,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,9365378,4.931060122,46320.9987,5540450,3824928,260149.3889,18.44006518,images/alessandra-ambrosio.png
5555,258947,Rivaldo,52,Paulista,,BRAZIL,BR,BRA,-7.9408330000000005,-34.872778000000004,South America,1972,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,9225397,10.98389658,42095.491969999995,3161879,6063518,177411.4808,21.61450228,images/rivaldo.png
11304,33150509,Michel Teló,34,Medianeira,,BRAZIL,BR,BRA,-25.295,-54.093889000000004,South America,1981,Male,SINGER,MUSIC,ARTS,8183024,7.759885682999999,266653.4387,2810133,5372891,240677.1765,17.29083447,images/michel-teló.png
10391,7977772,Dilma Rousseff,74,Belo Horizonte,,BRAZIL,BR,BRA,-19.916667,-43.933333000000005,South America,1947,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,7744700,5.207525311,118713.6878,1892209,5852491,104658.1081,23.88869957,images/dilma-rousseff.png
3408,99328,Luiz Inácio Lula da Silva,80,Caetés,Pernambuco,BRAZIL,BR,BRA,-8.7728,-36.6228,South America,1945,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,7558871,5.82078071,54144.53744,1628304,5930567,94485.8875,25.15926246,images/luiz-inácio-lula-da-silva.png
8755,1142467,Adriano Leite Ribeiro,48,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,7467240,9.064990645,32113.23882,2583921,4883319,155567.5,19.55497232,images/adriano-leite-ribeiro.png
2093,48372,Oscar Niemeyer,68,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1907,Male,ARCHITECT,DESIGN,ARTS,6674328,7.823340868,114605.3684,1498447,5175881,98151.88235,24.88796278,images/oscar-niemeyer.png
7642,615807,Romário,45,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1966,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6366053,11.08488969,28579.345510000003,1852390,4513663,141467.8444,22.15582964,images/romário.png
7939,711941,Deco,48,São Bernardo do Campo,,Brazil,BR,BRA,-23.7,-46.55,South America,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5718408,8.468331863,29190.321089999998,2551102,3167306,119133.5,19.70468856,images/deco.png
9874,3508785,Daniel Alves,47,Juazeiro,,BRAZIL,BR,BRA,-9.430556,-40.502778,South America,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5635706,10.34205525,35268.40313,2006757,3628949,119908.6383,18.82720355,images/daniel-alves.png
7644,615810,Zico,44,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1953,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5622197,10.62007272,23723.77181,1405370,4216827,127777.2045,24.11773697,images/zico.png
7693,618870,Paulo Freire,28,Recife,,BRAZIL,BR,BRA,-8.05,-34.9,South America,1921,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,5570496,4.501690729,20925.31112,1379660,4190836,198946.2857,24.6544631,images/paulo-freire.png
11085,23809308,Getúlio Vargas,39,São Borja,,BRAZIL,BR,BRA,-28.65,-56.0,South America,1882,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,5510071,2.450815545,35012.479980000004,496203,5013868,141283.8718,24.28637432,images/getúlio-vargas.png
7063,454123,Roberto Carlos da Silva,56,Garça,Sao Paulo,Brazil,BR,BRA,-22.215278,-49.651111,South America,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5347640,11.9233685,36149.27785,109516,5238124,95493.57143,21.07066317,images/roberto-carlos-da-silva.png
